guide	gene	Givpir_1	Givpir_2	Givpir_3	Netretopanpir_1	Netretopanpir_2	Netretopanpir_3	NonTreated_1	NonTreated_2	NonTreated_3	Xosam_1	Xosam_2	Xosam_3
GHKT37_1	GHKT37	933	949	1034	568	466	580	601	536	541	444	473	535
GHKT37_2	GHKT37	965	950	993	572	565	466	622	659	657	422	499	479
CEZL2_1	CEZL2	95	204	81	97	141	197	131	131	102	105	102	187
CEZL2_2	CEZL2	113	107	137	135	201	146	115	116	202	150	141	86
LECN1_1	LECN1	1718	1728	1827	2234	2311	2212	640	582	550	438	345	389
LECN1_2	LECN1	1812	1762	1815	2291	2213	2225	526	617	651	393	482	372
NOUM6_1	NOUM6	919	1000	1023	1055	1071	1019	628	623	638	3116	3206	3112
NOUM6_2	NOUM6	968	961	1009	980	1099	1024	615	671	552	3166	3128	3093
LCKS125_1	LCKS125	923	888	921	1810	1697	1718	663	608	594	140	214	207
LCKS125_2	LCKS125	812	854	849	1723	1776	1736	639	562	559	179	206	212
DIEH916_1	DIEH916	2029	2064	1956	1789	1683	1715	635	576	554	1919	1914	1946
DIEH916_2	DIEH916	1958	1949	1965	1702	1692	1743	648	538	648	1938	2009	1958
AWM5_1	AWM5	472	433	450	2603	2620	2672	530	626	646	380	336	359
AWM5_2	AWM5	440	424	433	2660	2629	2631	608	576	659	360	464	439
BSA89_1	BSA89	1068	1139	1142	673	646	697	637	637	625	701	684	735
BSA89_2	BSA89	1075	1071	1140	632	637	700	600	570	608	654	790	791
YQB813_1	YQB813	1119	1098	1101	1400	1530	1400	628	643	641	1376	1366	1349
YQB813_2	YQB813	1201	1201	1110	1467	1474	1490	536	646	590	1366	1461	1382
NCWUA48_1	NCWUA48	2755	2747	2834	896	884	833	563	527	601	1627	1617	1524
NCWUA48_2	NCWUA48	2836	2741	2804	940	843	918	566	596	557	1528	1569	1663
RCH51_1	RCH51	544	512	459	1670	1750	1670	534	673	649	728	800	712
RCH51_2	RCH51	542	567	433	1764	1724	1726	558	638	581	689	682	800
RFWY6_1	RFWY6	3210	3229	3322	1779	1691	1757	564	610	535	2001	1987	1927
RFWY6_2	RFWY6	3228	3188	3221	1679	1742	1702	529	601	557	2019	1960	1952
NCKAJ2_1	NCKAJ2	739	717	744	2059	2042	2031	533	657	532	437	394	440
NCKAJ2_2	NCKAJ2	770	736	687	2040	2154	2101	621	618	563	510	499	491
CTR513_1	CTR513	762	703	694	1124	1068	1052	553	563	540	7343	7323	7398
CTR513_2	CTR513	805	793	720	1121	1020	1138	644	611	672	7387	7420	7352
NFPV0_1	NFPV0	1782	1653	1670	991	1053	1094	641	543	628	1214	1232	1308
NFPV0_2	NFPV0	1757	1722	1771	979	1057	1027	543	572	530	1235	1321	1281
JCVLN56_1	JCVLN56	367	331	380	1943	1956	1928	618	526	531	1478	1482	1520
JCVLN56_2	JCVLN56	442	411	380	1886	1884	1911	657	638	544	1558	1533	1484
WTZG43_1	WTZG43	989	903	955	689	709	633	537	593	627	2491	2395	2419
WTZG43_2	WTZG43	934	972	877	597	637	696	584	530	542	2392	2422	2482
WXJLI190_1	WXJLI190	6221	6278	6305	1305	1228	1315	579	659	574	1395	1379	1305
WXJLI190_2	WXJLI190	6270	6309	6328	1222	1313	1232	662	547	668	1319	1320	1306
ZGMA18_1	ZGMA18	1626	1591	1571	909	791	829	566	574	586	1859	1777	1781
ZGMA18_2	ZGMA18	1618	1554	1567	884	828	818	550	654	545	1871	1737	1770
NMJ6_1	NMJ6	1782	1832	1722	2172	2119	2028	591	550	586	3209	3190	3145
NMJ6_2	NMJ6	1843	1719	1733	2113	2093	2087	624	669	586	3179	3162	3206
HTI57_1	HTI57	1110	1169	1075	1685	1629	1664	616	598	598	2958	2984	2936
HTI57_2	HTI57	1145	1099	1162	1737	1718	1696	615	551	538	2881	2915	2889
UYF9_1	UYF9	827	941	861	1500	1385	1434	573	639	600	3375	3451	3438
UYF9_2	UYF9	899	940	797	1428	1465	1447	527	649	623	3410	3470	3494
BSW9_1	BSW9	547	597	561	776	825	824	583	564	550	1035	1150	1029
BSW9_2	BSW9	522	536	591	831	776	730	593	599	560	1115	1046	1090
LHLYU8_1	LHLYU8	1015	1067	1027	743	690	730	549	584	631	2503	2586	2535
LHLYU8_2	LHLYU8	948	1046	1036	667	741	750	609	602	639	2513	2524	2456
AMRU90_1	AMRU90	682	558	573	830	830	903	587	540	586	1332	1367	1382
AMRU90_2	AMRU90	694	563	595	931	919	877	661	600	537	1382	1347	1270
OXH6_1	OXH6	1108	1204	1083	1011	1024	1081	586	525	569	2085	2039	2024
OXH6_2	OXH6	1109	1101	1148	1144	1121	1008	562	638	594	2028	1989	2022
YGPHN0_1	YGPHN0	3343	3475	3451	1553	1629	1551	623	662	641	2293	2353	2356
YGPHN0_2	YGPHN0	3371	3475	3467	1551	1552	1585	617	663	662	2264	2331	2384
ZDSGV02_1	ZDSGV02	2559	2584	2458	1822	1792	1824	545	665	575	1329	1350	1334
ZDSGV02_2	ZDSGV02	2493	2578	2459	1707	1688	1828	556	662	614	1438	1385	1441
PGBFZ9_1	PGBFZ9	517	536	485	851	881	777	597	601	630	1450	1563	1526
PGBFZ9_2	PGBFZ9	517	578	521	865	764	862	672	547	615	1509	1454	1481
WIBGS82_1	WIBGS82	1233	1217	1329	1074	1045	1020	620	538	583	500	456	436
WIBGS82_2	WIBGS82	1339	1292	1300	1093	1021	1129	624	537	665	409	538	464
BIC17_1	BIC17	1577	1520	1512	2343	2471	2473	527	640	541	1092	1151	1215
BIC17_2	BIC17	1496	1537	1508	2373	2366	2351	618	621	635	1109	1135	1076
AXWZ1_1	AXWZ1	506	495	519	1166	1162	1070	620	640	559	813	922	891
AXWZ1_2	AXWZ1	608	575	564	1060	1106	1155	604	651	591	915	880	867
XZS06_1	XZS06	2483	2444	2511	568	656	577	549	555	572	651	599	589
XZS06_2	XZS06	2551	2425	2427	608	532	557	641	653	529	642	644	702
BZVK053_1	BZVK053	1946	1861	1895	883	938	873	541	564	654	1768	1806	1761
BZVK053_2	BZVK053	1909	1866	1949	860	966	858	554	578	605	1901	1890	1828
LNOD3_1	LNOD3	1407	1344	1364	995	1105	1015	673	526	671	778	797	905
LNOD3_2	LNOD3	1330	1299	1425	1018	986	967	664	568	620	872	911	817
CWOLN1_1	CWOLN1	1333	1275	1282	882	949	884	579	642	672	2425	2433	2486
CWOLN1_2	CWOLN1	1300	1394	1387	899	1000	1007	673	590	662	2470	2509	2558
GWQR497_1	GWQR497	2207	2135	2201	1457	1365	1375	602	628	533	1455	1448	1393
GWQR497_2	GWQR497	2234	2130	2207	1418	1457	1415	608	561	617	1344	1413	1405
UMUZ734_1	UMUZ734	1500	1473	1519	877	977	873	651	639	642	1160	1147	1146
UMUZ734_2	UMUZ734	1451	1403	1528	989	862	986	656	605	642	1150	1083	1171
XFTH64_1	XFTH64	1768	1701	1721	1157	1075	1197	653	530	608	456	337	424
XFTH64_2	XFTH64	1795	1764	1683	1211	1153	1144	538	528	657	386	316	431
URNAS9_1	URNAS9	961	853	839	1761	1816	1697	585	617	603	1428	1446	1413
URNAS9_2	URNAS9	966	878	901	1773	1675	1741	669	537	566	1447	1407	1451
XIK7_1	XIK7	4534	4517	4484	654	688	550	527	538	610	700	615	678
XIK7_2	XIK7	4529	4460	4463	549	560	586	673	616	538	568	646	654
NMCWV357_1	NMCWV357	5983	6040	6017	722	743	727	671	585	642	1670	1648	1559
NMCWV357_2	NMCWV357	6006	5976	5988	718	631	717	567	579	630	1672	1641	1625
GOLS39_1	GOLS39	1458	1419	1469	534	631	642	595	591	648	985	898	964
GOLS39_2	GOLS39	1416	1414	1435	645	565	629	569	545	619	930	1025	961
MHMP68_1	MHMP68	866	896	944	1174	1174	1106	630	530	639	906	917	1007
MHMP68_2	MHMP68	865	888	840	1141	1149	1098	562	535	585	988	914	973
QBXU730_1	QBXU730	2572	2688	2639	1140	1100	1041	578	563	603	1450	1368	1427
QBXU730_2	QBXU730	2693	2602	2698	1079	1093	1124	655	529	660	1465	1432	1419
IVERG039_1	IVERG039	549	550	630	1853	1819	1857	588	637	555	2243	2161	2229
IVERG039_2	IVERG039	555	603	536	1831	1891	1825	633	590	641	2220	2276	2162
DEU7_1	DEU7	1241	1328	1266	1576	1601	1542	666	610	541	1863	1924	1984
DEU7_2	DEU7	1297	1286	1292	1555	1571	1502	593	670	617	1971	1923	1869
ANL51_1	ANL51	3952	3874	3967	824	760	879	639	527	547	2566	2532	2499
ANL51_2	ANL51	3915	3849	3852	841	839	766	652	569	642	2473	2578	2529
AVIR63_1	AVIR63	2806	2846	2804	432	329	340	595	538	561	553	609	618
AVIR63_2	AVIR63	2865	2793	2743	355	302	441	542	547	641	620	495	485
YMP489_1	YMP489	2879	2807	2808	1854	1923	1817	636	662	615	1596	1584	1621
YMP489_2	YMP489	2847	2804	2861	1854	1937	1852	576	618	662	1617	1649	1570
IVLWO9_1	IVLWO9	409	382	415	926	1000	967	591	631	612	787	742	736
IVLWO9_2	IVLWO9	422	439	488	986	867	1006	607	649	552	832	762	814
HUCQ38_1	HUCQ38	1173	1157	1263	2198	2297	2260	619	637	634	457	425	371
HUCQ38_2	HUCQ38	1197	1278	1242	2319	2280	2315	665	668	656	374	459	469
NAE6_1	NAE6	455	521	536	943	887	938	579	541	599	1714	1847	1857
NAE6_2	NAE6	487	474	564	839	900	851	597	537	559	1771	1774	1714
QVCP827_1	QVCP827	326	281	347	1573	1545	1614	621	575	539	4097	4040	4045
QVCP827_2	QVCP827	297	347	341	1592	1605	1588	563	609	643	4122	4152	4130
IHGDM98_1	IHGDM98	288	250	260	473	525	464	642	533	672	2425	2457	2353
IHGDM98_2	IHGDM98	320	256	341	509	545	516	532	639	625	2401	2408	2351
LLFZ9_1	LLFZ9	1314	1384	1415	937	976	1050	615	653	594	371	438	315
LLFZ9_2	LLFZ9	1407	1383	1430	921	1055	1068	623	605	617	374	410	434
BHQB25_1	BHQB25	1033	972	1009	1071	1021	1118	597	619	525	2220	2265	2308
BHQB25_2	BHQB25	957	1016	981	1151	1100	1018	652	615	640	2265	2328	2291
KPSJD05_1	KPSJD05	1496	1544	1459	1117	1131	1113	579	596	668	2259	2225	2178
KPSJD05_2	KPSJD05	1513	1484	1542	1147	1103	1128	658	572	562	2222	2204	2195
EQFWN863_1	EQFWN863	1287	1386	1389	677	677	597	656	651	567	1582	1597	1648
EQFWN863_2	EQFWN863	1400	1327	1301	668	607	711	573	668	553	1623	1696	1625
QVHTZ2_1	QVHTZ2	582	594	575	2344	2357	2275	597	625	636	1060	1190	1121
QVHTZ2_2	QVHTZ2	571	619	487	2349	2368	2276	622	588	664	1111	1138	1156
HHDN6_1	HHDN6	1215	1175	1201	818	776	858	617	648	556	270	321	261
HHDN6_2	HHDN6	1219	1160	1131	752	735	803	537	560	540	292	304	265
NJBX573_1	NJBX573	1935	1844	1858	2723	2718	2764	673	535	573	712	713	592
NJBX573_2	NJBX573	1920	1964	1878	2779	2772	2688	597	558	563	572	605	627
UXA230_1	UXA230	1204	1117	1200	1208	1285	1269	617	637	602	2012	1994	1959
UXA230_2	UXA230	1083	1094	1104	1302	1220	1264	672	571	525	2021	2055	1984
ABYM184_1	ABYM184	737	694	676	977	921	993	639	600	539	1604	1614	1620
ABYM184_2	ABYM184	646	604	735	859	892	968	581	656	665	1596	1688	1638
WNM189_1	WNM189	560	490	518	605	612	564	657	562	612	544	572	504
WNM189_2	WNM189	542	474	502	598	506	594	659	569	538	609	472	607
NVOCP874_1	NVOCP874	1262	1395	1262	546	653	609	579	534	540	1230	1183	1253
NVOCP874_2	NVOCP874	1258	1386	1336	553	656	584	533	652	570	1221	1224	1274
DWR0_1	DWR0	2162	2195	2128	830	911	965	540	596	577	1136	1145	1179
DWR0_2	DWR0	2184	2219	2139	963	958	825	624	603	525	1227	1210	1199
HXQC3_1	HXQC3	1765	1743	1789	978	965	912	609	670	528	347	236	267
HXQC3_2	HXQC3	1733	1729	1801	892	955	974	587	664	528	373	264	248
IAZYB68_1	IAZYB68	930	840	947	1755	1694	1762	675	661	601	1224	1221	1232
IAZYB68_2	IAZYB68	877	922	869	1795	1718	1733	588	593	656	1260	1206	1273
IPWN0_1	IPWN0	214	150	182	93	94	145	132	156	103	176	87	81
IPWN0_2	IPWN0	141	164	207	218	204	94	213	203	185	159	116	165
QGQ623_1	QGQ623	3595	3585	3495	775	744	684	541	634	606	1803	1766	1822
QGQ623_2	QGQ623	3483	3513	3537	728	741	667	607	632	572	1850	1774	1845
DBYF68_1	DBYF68	1172	1196	1269	2657	2739	2628	526	641	666	1776	1827	1740
DBYF68_2	DBYF68	1153	1190	1246	2598	2642	2629	552	549	668	1868	1806	1768
OKDFI35_1	OKDFI35	502	486	424	2781	2810	2793	568	610	564	651	580	650
OKDFI35_2	OKDFI35	492	424	360	2831	2774	2803	551	596	646	594	701	602
XJGN097_1	XJGN097	1340	1418	1349	2449	2506	2418	553	532	617	1120	1075	1053
XJGN097_2	XJGN097	1343	1380	1391	2429	2490	2426	553	653	670	1007	1115	1099
GOH894_1	GOH894	843	862	799	519	554	554	610	532	542	2302	2331	2372
GOH894_2	GOH894	868	824	792	488	471	460	563	531	531	2304	2358	2368
MUNAJ89_1	MUNAJ89	1023	941	946	1893	1828	1926	652	636	670	4625	4636	4674
MUNAJ89_2	MUNAJ89	1021	1012	938	1824	1879	1835	546	619	556	4678	4720	4659
FHC36_1	FHC36	801	773	876	2410	2480	2422	580	636	632	969	995	974
FHC36_2	FHC36	756	779	788	2406	2396	2446	539	664	544	922	888	987
SPX86_1	SPX86	1007	913	903	3761	3663	3735	597	606	582	2272	2321	2293
SPX86_2	SPX86	1004	886	995	3735	3653	3691	612	643	657	2294	2316	2345
MVTN694_1	MVTN694	2127	2170	2248	846	751	739	592	617	585	1315	1244	1286
MVTN694_2	MVTN694	2177	2168	2108	757	856	782	670	552	613	1236	1189	1332
PTP480_1	PTP480	1781	1779	1789	379	483	396	626	652	638	1421	1471	1415
PTP480_2	PTP480	1807	1719	1836	461	470	423	543	549	669	1488	1467	1404
MNU9_1	MNU9	386	432	455	944	958	901	611	617	602	1852	1934	1852
MNU9_2	MNU9	404	490	407	957	1009	981	662	526	606	1992	1918	1915
GOXRE48_1	GOXRE48	570	554	674	1292	1286	1340	544	603	658	1418	1443	1394
GOXRE48_2	GOXRE48	643	614	679	1353	1224	1265	566	653	614	1474	1338	1368
VJCI2_1	VJCI2	2374	2438	2326	1597	1682	1578	627	621	532	1897	1989	1906
VJCI2_2	VJCI2	2461	2371	2450	1565	1606	1651	541	641	584	1980	1976	1896
UWRT92_1	UWRT92	4194	4076	4184	691	720	704	563	655	633	1975	1977	2006
UWRT92_2	UWRT92	4186	4075	4197	738	668	730	531	572	650	2060	1968	2114
VBRV9_1	VBRV9	222	204	81	87	179	223	146	147	207	88	156	109
VBRV9_2	VBRV9	205	127	205	136	153	103	154	84	151	197	143	101
KLZ89_1	KLZ89	1197	1112	1103	1076	1016	1072	564	637	594	2537	2496	2520
KLZ89_2	KLZ89	1195	1201	1149	1017	983	988	546	655	595	2516	2543	2448
NSZVN367_1	NSZVN367	1313	1332	1280	699	700	809	596	567	560	3083	2939	3007
NSZVN367_2	NSZVN367	1265	1342	1233	697	712	802	642	548	548	3003	2985	3075
JNWMB350_1	JNWMB350	100	91	173	121	187	103	170	202	123	109	97	101
JNWMB350_2	JNWMB350	119	104	115	98	143	106	98	182	102	125	119	112
JYW701_1	JYW701	1065	1097	1019	1353	1264	1297	537	616	533	2275	2297	2188
JYW701_2	JYW701	993	1135	1080	1310	1281	1340	541	527	652	2308	2214	2264
YGLRQ239_1	YGLRQ239	1172	1076	1188	336	339	333	587	649	571	459	428	453
YGLRQ239_2	YGLRQ239	1161	1130	1155	357	307	356	621	612	655	407	439	499
VJS164_1	VJS164	1147	1064	1032	1051	1091	1145	652	541	622	1114	1135	1094
VJS164_2	VJS164	1072	1151	1021	1058	1036	1035	662	647	587	1104	1093	1094
MOYLQ417_1	MOYLQ417	955	1012	1053	2376	2267	2316	645	537	608	947	957	958
MOYLQ417_2	MOYLQ417	987	929	1025	2302	2389	2292	577	628	629	912	1031	966
VASP42_1	VASP42	1010	987	1005	7288	7264	7306	570	626	576	519	585	562
VASP42_2	VASP42	1009	994	896	7273	7329	7242	614	641	562	472	491	510
NFG923_1	NFG923	828	787	751	1706	1778	1777	627	599	595	1127	1194	1074
NFG923_2	NFG923	695	816	831	1795	1798	1798	595	577	533	1051	1073	1052
JNGI425_1	JNGI425	1193	1205	1201	878	801	763	637	588	660	544	614	501
JNGI425_2	JNGI425	1232	1238	1155	879	765	815	607	548	637	546	494	556
GYI894_1	GYI894	2196	2116	2209	543	562	509	621	598	625	1343	1335	1379
GYI894_2	GYI894	2122	2132	2180	541	495	558	641	619	613	1322	1401	1450
VNQIS7_1	VNQIS7	2113	2149	2205	2923	2926	2874	567	632	581	566	565	566
VNQIS7_2	VNQIS7	2092	2238	2220	2872	2887	2911	581	606	575	596	642	624
VWI170_1	VWI170	733	756	781	2022	2025	2064	578	594	576	236	263	259
VWI170_2	VWI170	774	750	777	2022	2034	2160	592	558	595	172	288	151
LDE35_1	LDE35	939	993	998	1638	1522	1530	653	604	608	824	774	761
LDE35_2	LDE35	915	985	913	1515	1589	1581	587	636	557	820	739	732
SEH613_1	SEH613	4505	4502	4489	2027	1990	1930	672	612	588	2097	2102	2164
SEH613_2	SEH613	4454	4514	4498	1937	1990	2059	663	568	646	2088	2207	2066
TGX176_1	TGX176	2544	2691	2626	1728	1710	1737	578	551	639	907	856	881
TGX176_2	TGX176	2630	2585	2592	1682	1645	1771	565	590	543	832	914	870
PAU973_1	PAU973	1507	1599	1515	241	278	271	573	528	575	2340	2245	2337
PAU973_2	PAU973	1495	1458	1466	256	243	291	670	621	629	2287	2283	2327
DGC92_1	DGC92	2258	2161	2165	1946	2011	1908	554	662	610	836	931	917
DGC92_2	DGC92	2269	2174	2168	1889	1980	1885	572	592	589	946	903	820
WMQN43_1	WMQN43	476	429	494	974	971	1038	554	596	648	607	588	586
WMQN43_2	WMQN43	421	507	490	1061	1055	970	538	625	531	705	679	587
JUOYN1_1	JUOYN1	2342	2399	2347	1860	1860	1867	642	653	645	2652	2568	2614
JUOYN1_2	JUOYN1	2330	2414	2341	1885	1978	1943	557	561	539	2592	2627	2592
ASU18_1	ASU18	2286	2319	2407	641	603	556	580	673	542	4265	4374	4363
ASU18_2	ASU18	2365	2374	2347	549	612	619	668	577	665	4336	4253	4333
OWZ837_1	OWZ837	1013	1068	1022	3620	3519	3500	567	575	634	852	880	767
OWZ837_2	OWZ837	1086	1028	961	3511	3623	3519	654	674	530	764	826	793
UMAT0_1	UMAT0	801	786	838	1536	1637	1605	565	549	553	3099	3184	3217
UMAT0_2	UMAT0	884	883	826	1562	1582	1643	614	667	642	3091	3142	3204
XHEAJ657_1	XHEAJ657	3084	3110	3144	459	505	470	639	666	597	4299	4281	4287
XHEAJ657_2	XHEAJ657	3165	3199	3146	485	388	403	587	537	580	4276	4243	4332
UUL8_1	UUL8	1639	1642	1570	863	781	850	554	600	630	1031	1003	1096
UUL8_2	UUL8	1600	1560	1582	880	783	904	604	578	547	1042	1105	1096
MEF963_1	MEF963	724	808	780	681	652	739	645	672	615	690	633	586
MEF963_2	MEF963	732	822	794	666	736	662	589	652	587	586	560	592
BZA1_1	BZA1	2810	2818	2927	1717	1764	1701	622	636	542	851	774	832
BZA1_2	BZA1	2872	2791	2842	1646	1622	1623	602	580	670	895	824	889
PYR718_1	PYR718	390	438	426	3040	3094	3132	674	545	546	1211	1200	1256
PYR718_2	PYR718	474	483	436	3061	3115	3132	649	532	653	1210	1220	1214
PDBP473_1	PDBP473	1611	1594	1656	6773	6755	6725	624	590	625	2248	2216	2187
PDBP473_2	PDBP473	1533	1622	1581	6733	6741	6716	617	628	666	2142	2215	2217
CAFIO402_1	CAFIO402	331	416	353	3031	2955	3001	530	633	659	1004	927	866
CAFIO402_2	CAFIO402	338	335	379	2938	2913	2907	573	623	613	872	856	868
HHQBF2_1	HHQBF2	504	404	471	1133	1248	1191	603	606	588	475	604	472
HHQBF2_2	HHQBF2	483	371	456	1222	1143	1251	640	598	622	539	573	609
HUTC52_1	HUTC52	1432	1499	1489	2121	2064	2139	637	639	572	1281	1296	1360
HUTC52_2	HUTC52	1452	1393	1511	2160	2134	2138	637	552	539	1314	1323	1372
DWQ4_1	DWQ4	492	537	501	3506	3410	3385	552	672	652	388	468	448
DWQ4_2	DWQ4	457	506	496	3472	3501	3380	598	577	582	369	476	366
ZBNGV63_1	ZBNGV63	1559	1567	1491	1010	1025	1014	674	617	579	747	640	757
ZBNGV63_2	ZBNGV63	1488	1458	1449	919	1020	984	600	670	649	639	749	620
MSBNZ98_1	MSBNZ98	2022	2050	2043	1759	1744	1800	599	652	554	396	415	436
MSBNZ98_2	MSBNZ98	2072	2019	1988	1780	1695	1834	618	573	655	476	355	411
LPW5_1	LPW5	651	671	778	530	524	523	586	581	566	399	529	454
LPW5_2	LPW5	703	756	777	598	551	630	642	637	671	536	483	472
ILNY547_1	ILNY547	1387	1389	1393	626	701	684	547	622	663	626	519	529
ILNY547_2	ILNY547	1498	1486	1419	687	722	653	566	534	602	560	612	494
LTNCU4_1	LTNCU4	3809	3860	3782	472	488	381	525	584	560	797	757	768
LTNCU4_2	LTNCU4	3751	3876	3830	448	420	414	610	656	620	863	836	730
TJODX987_1	TJODX987	163	173	109	219	190	76	221	195	206	162	108	105
TJODX987_2	TJODX987	172	185	87	218	225	143	220	200	114	75	169	195
DHTB6_1	DHTB6	1109	1162	1078	1098	1068	1071	660	618	597	660	764	685
DHTB6_2	DHTB6	1100	1132	1153	1027	1053	1048	532	644	537	726	776	675
EKJB683_1	EKJB683	1563	1694	1655	600	550	560	564	646	539	474	579	568
EKJB683_2	EKJB683	1647	1697	1665	534	582	613	574	564	591	530	592	505
LGB8_1	LGB8	141	106	163	95	223	184	217	209	128	146	132	148
LGB8_2	LGB8	139	203	95	84	115	109	189	127	97	82	88	82
GYJU76_1	GYJU76	879	875	920	2590	2619	2568	653	530	531	2312	2387	2348
GYJU76_2	GYJU76	803	922	785	2577	2606	2643	539	554	575	2384	2333	2391
BVQOL67_1	BVQOL67	1066	934	1030	752	827	735	634	599	540	2222	2292	2318
BVQOL67_2	BVQOL67	1037	941	1034	827	758	770	581	538	605	2220	2325	2299
WQL1_1	WQL1	635	729	655	1023	1137	1034	636	643	613	1155	1272	1192
WQL1_2	WQL1	631	612	727	1155	1134	1012	595	605	593	1277	1200	1215
JIWV9_1	JIWV9	2897	2868	2971	1720	1667	1772	598	531	559	846	912	923
JIWV9_2	JIWV9	2952	2939	2938	1701	1740	1657	535	562	568	938	958	862
RKS40_1	RKS40	871	858	888	333	364	470	574	665	618	1289	1321	1265
RKS40_2	RKS40	974	961	854	408	475	359	650	667	600	1246	1284	1315
NDWHP82_1	NDWHP82	4700	4680	4744	977	925	963	572	526	644	1393	1452	1396
NDWHP82_2	NDWHP82	4738	4745	4648	1022	966	1028	559	545	544	1404	1389	1436
WSDEY28_1	WSDEY28	5596	5638	5551	4456	4433	4437	619	605	603	2173	2086	2125
WSDEY28_2	WSDEY28	5635	5655	5579	4522	4519	4446	640	578	555	2181	2113	2149
HNCYQ4_1	HNCYQ4	317	315	344	586	508	522	530	654	597	1397	1532	1517
HNCYQ4_2	HNCYQ4	321	414	314	470	548	573	557	556	630	1448	1494	1445
CXT609_1	CXT609	1355	1421	1432	2033	2059	1989	566	613	597	1045	936	1062
CXT609_2	CXT609	1343	1355	1428	2058	2080	2110	576	650	539	925	1032	1026
LLJAD5_1	LLJAD5	4945	4878	4873	2744	2735	2696	584	642	667	1051	1117	1119
LLJAD5_2	LLJAD5	4941	4820	4877	2674	2641	2657	653	546	594	1058	1181	1069
NTS0_1	NTS0	560	608	595	5237	5321	5288	528	639	552	383	373	265
NTS0_2	NTS0	477	547	606	5269	5340	5260	541	669	602	288	383	311
YGV296_1	YGV296	829	816	896	6601	6622	6594	663	659	609	442	371	393
YGV296_2	YGV296	798	895	751	6611	6503	6601	597	603	584	380	393	478
YYHQ8_1	YYHQ8	1436	1408	1421	932	995	914	605	622	666	2409	2322	2349
YYHQ8_2	YYHQ8	1336	1372	1408	895	1002	877	641	674	568	2298	2298	2394
TTS904_1	TTS904	216	270	251	606	649	747	559	616	661	1480	1477	1457
TTS904_2	TTS904	330	300	326	751	726	744	533	654	533	1470	1447	1387
GTFK34_1	GTFK34	4443	4523	4499	498	580	489	630	618	604	2539	2555	2602
GTFK34_2	GTFK34	4560	4452	4569	485	593	559	542	552	582	2631	2556	2597
IDABO47_1	IDABO47	2106	2141	2141	706	658	748	536	654	670	2461	2514	2420
IDABO47_2	IDABO47	2225	2232	2208	636	710	743	569	563	599	2462	2522	2528
SFPUT7_1	SFPUT7	408	399	490	5224	5110	5129	638	672	602	3080	2967	3031
SFPUT7_2	SFPUT7	447	411	429	5162	5121	5158	602	634	531	3053	3053	2952
TLMBY01_1	TLMBY01	5835	5765	5847	564	671	667	603	575	608	1267	1255	1248
TLMBY01_2	TLMBY01	5719	5701	5708	586	561	563	611	664	584	1252	1219	1221
LKVZ38_1	LKVZ38	80	123	163	198	173	112	86	111	118	156	201	159
LKVZ38_2	LKVZ38	120	139	158	195	105	131	224	122	143	94	173	207
JDX6_1	JDX6	3330	3270	3195	746	748	756	592	604	553	1345	1405	1360
JDX6_2	JDX6	3304	3250	3200	750	743	682	619	560	589	1312	1284	1402
LEFP7_1	LEFP7	857	967	884	2865	2998	2929	673	600	591	769	772	839
LEFP7_2	LEFP7	926	914	970	2930	2981	3011	607	589	542	758	857	756
EXNB45_1	EXNB45	419	411	426	1370	1252	1320	620	575	527	1245	1371	1300
EXNB45_2	EXNB45	382	436	330	1303	1234	1240	543	559	556	1360	1346	1262
WIO4_1	WIO4	173	183	97	117	88	92	148	145	200	219	180	110
WIO4_2	WIO4	99	111	124	179	151	121	176	223	173	218	159	202
UPNSR601_1	UPNSR601	155	172	200	111	142	141	183	214	204	151	170	99
UPNSR601_2	UPNSR601	137	136	94	130	108	101	196	96	100	106	123	154
YQDC19_1	YQDC19	581	557	561	3894	3881	3854	577	622	592	1259	1241	1314
YQDC19_2	YQDC19	606	592	581	3903	3932	3793	663	551	568	1321	1336	1252
FNGQ80_1	FNGQ80	2413	2387	2331	795	892	862	580	551	578	1353	1384	1246
FNGQ80_2	FNGQ80	2298	2367	2277	896	765	791	537	565	638	1367	1270	1317
PMFU2_1	PMFU2	757	825	834	616	635	630	602	671	530	927	962	923
PMFU2_2	PMFU2	712	761	763	697	636	704	665	652	530	953	830	922
TFL78_1	TFL78	81	172	112	129	92	109	152	149	144	218	211	133
TFL78_2	TFL78	121	156	135	141	201	134	202	198	207	109	161	116
VPA4_1	VPA4	2522	2470	2457	3254	3227	3175	585	546	526	2090	2135	2106
VPA4_2	VPA4	2471	2504	2402	3196	3120	3231	619	640	572	2054	2148	2179
FVO48_1	FVO48	605	587	546	964	986	1010	596	635	580	1246	1263	1229
FVO48_2	FVO48	590	604	528	886	977	926	541	632	623	1265	1365	1276
LDRBN6_1	LDRBN6	1760	1663	1672	1058	1008	1101	612	560	600	1215	1133	1244
LDRBN6_2	LDRBN6	1625	1642	1720	1015	1074	979	621	601	594	1251	1189	1153
GOHJC923_1	GOHJC923	499	492	493	1571	1610	1658	590	564	617	427	465	386
GOHJC923_2	GOHJC923	512	495	412	1591	1691	1691	602	574	665	524	510	470
BEDFY75_1	BEDFY75	1813	1837	1721	2021	2077	2097	562	545	624	1167	1107	1203
BEDFY75_2	BEDFY75	1837	1860	1837	1967	1984	1975	674	621	535	1218	1072	1195
